================================================================================
周度走势复盘分析 - 自动生成提问模板
================================================================================

复盘周期: 最近 30 周

说明:
  1. 周数据日期为该周最后一个交易日（节假日自动调整）
  2. 资金流数据已自动清洗：因假期导致的0值已替换为前一周有效数据


处理 北控水务 (00371) ...

问题: 对北控水务 (00371)进行周度走势复盘分析，复盘区间：2026年02月06日 – 2026年08月28日（共30周）
      date open high  low close week_change_pct volume_ratio turnover_rate  ema5 ema20 ema100 ema200 macd_histogram macd_status rsi14 institutional_flow individual_flow    inst_5ma     ind_5ma
2026-05-22  8.23  8.34  7.50  7.79          -5.35%        1.146         6.19%  8.394 10.014 11.985 12.481        -0.1031        死叉延续 32.34         87,640,000      41,707,160  85,731,166  -8,105,680
2026-05-29  7.51  7.66  6.94  7.27          -6.68%        1.343         8.76%  8.020  9.753 11.892 12.429        -0.1430        死叉延续 30.38        303,571,000     -11,468,680 132,420,200  -8,128,416
2026-06-05  7.67  9.19  7.50  7.98           9.77%        1.800        19.56%  8.006  9.584 11.815 12.385        -0.0438        死叉延续 36.06        319,020,000    -139,420,000 186,516,200 -37,122,416
2026-06-12  7.62  7.80  6.97  7.00         -12.28%        0.673         6.29%  7.671  9.338 11.719 12.331        -0.0783        死叉延续 32.16        -28,900,000     -53,746,080 151,360,200 -54,643,520
2026-06-19  7.08  7.19  6.36  6.45          -7.86%        0.567         4.35%  7.264  9.063 11.615 12.273        -0.1395        死叉延续 30.19         -1,319,470    -115,870,000  80,338,106 -24,132,720
2026-06-26  6.35  6.57  5.63  5.68         -11.94%        0.811         5.69%  6.736  8.741 11.497 12.207        -0.2422        死叉延续 27.63        -45,340,000     -57,950,000 109,406,306 -75,690,952
2026-07-03  5.90  6.45  5.85  6.35          11.80%        0.682         4.13%  6.607  8.513 11.395 12.149        -0.1811        死叉延续 32.95         -8,260,780     -63,730,000  47,039,950 -86,143,216
2026-07-10  6.35  7.35  6.22  6.98           9.92%        1.094         6.94%  6.732  8.367 11.308 12.097        -0.0253        死叉延续 37.60        187,755,180      98,646,310  20,786,986 -38,529,954
2026-07-17  6.98  7.14  6.37  6.70          -4.01%        1.196         8.41%  6.721  8.208 11.217 12.044         0.0657          金叉 36.39        107,068,350     -19,328,910  47,980,656 -31,646,520
2026-07-24  6.75  7.47  6.75  6.99           4.33%        0.788         5.02%  6.811  8.092 11.133 11.993         0.1839        金叉延续 38.59         60,295,570       4,086,530  60,303,664  -7,655,214
2026-07-31  7.20  8.64  7.05  8.33          19.17%        1.124         7.69%  7.317  8.115 11.078 11.957         0.4465        金叉延续 47.60        -11,913,450     148,015,850  66,988,974  33,537,956
2026-08-07  8.46  9.05  8.14  8.54           2.52%        0.987         6.71%  7.725  8.155 11.027 11.923         0.6406        金叉延续 48.86        109,509,400     111,729,050  90,543,010  68,629,766
2026-08-14  8.54  9.34  7.70  7.85          -8.08%        1.094         7.82%  7.766  8.126 10.964 11.882         0.6653        金叉延续 45.01        117,261,905      48,030,615  76,444,355  58,506,627
2026-08-21  7.80  8.38  7.46  8.25           5.10%        0.950         6.61%  7.928  8.138 10.911 11.846         0.7201        金叉延续 47.59         31,329,330     -56,565,865  61,296,551  51,059,236
2026-08-28  8.18  9.48  7.98  8.95           8.48%        1.181         9.03%  8.268  8.215 10.872 11.817         0.8276        金叉延续 51.85        159,029,255      58,259,705  83,573,957 -29,166,779

--------------------------------------------------------------------------------

处理 中软国际 (00354) ...

问题: 对中软国际 (00354)进行周度走势复盘分析，复盘区间：2026年02月06日 – 2026年08月28日（共30周）
      date open high  low close week_change_pct volume_ratio turnover_rate  ema5 ema20 ema100 ema200 macd_histogram macd_status rsi14 institutional_flow individual_flow    inst_5ma     ind_5ma
2026-02-06 4.97 4.97 4.39  4.47         -10.42%        1.465         7.11% 4.930 5.255  5.327  5.520        -0.1508        死叉延续 34.05        -51,470,000      59,222,080 -17,677,696  11,725,384
2026-02-13 4.53 4.63 4.37  4.49           0.45%        0.700         2.94% 4.783 5.182  5.311  5.510        -0.1819        死叉延续 34.55         -7,649,900       1,401,160 -19,333,676   9,997,600
2026-02-20 4.49 4.50 4.31  4.34          -3.34%        0.244         0.75% 4.635 5.102  5.291  5.498        -0.2088        死叉延续 32.56          4,180,000      -2,577,000 -25,111,676   5,884,200
2026-02-27 4.36 4.47 4.09  4.22          -2.76%        1.381         5.23% 4.497 5.018  5.270  5.486        -0.2274        死叉延续 31.02        -20,827,760     -11,395,340 -23,585,116   4,317,132
2026-03-06 4.15 4.15 3.68  3.92          -7.11%        1.352         6.19% 4.305 4.914  5.243  5.470        -0.2622        死叉延续 27.52         -1,133,420     -27,894,360 -15,380,216   3,751,308
2026-03-13 3.74 4.00 3.71  3.77          -3.83%        0.850         3.64% 4.126 4.805  5.214  5.453        -0.2857        死叉延续 25.94         -5,499,140      -6,136,140  -6,186,044  -9,320,336
2026-03-20 3.80 3.89 3.64  3.66          -2.92%        0.895         3.62% 3.971 4.696  5.183  5.435        -0.2950        死叉延续 24.82        -26,000,000     -11,318,180  -9,856,064 -11,864,204
2026-03-27 3.64 3.64 3.19  3.38          -7.65%        1.364         6.75% 3.774 4.570  5.148  5.415        -0.3161        死叉延续 22.19         43,980,000      -8,264,700  -1,896,064 -13,001,744
2026-04-03 3.30 3.42 3.19  3.42           1.18%        0.842         3.87% 3.656 4.461  5.114  5.395        -0.3018        死叉延续 23.44         21,217,780      -1,208,140   5,849,804   7,184,324
2026-04-10 3.46 3.61 3.42  3.45           0.88%        0.695         2.77% 3.587 4.365  5.081  5.376        -0.2666        死叉延续 24.42         10,170,000      -2,568,200   8,773,728  -5,899,072
2026-04-17 3.45 3.67 3.39  3.65           5.80%        0.987         3.90% 3.608 4.296  5.052  5.358        -0.1980        死叉延续 30.78         31,663,720       9,793,460  16,206,300  -2,713,152
2026-04-24 3.66 3.69 3.43  3.51          -3.84%        0.777         2.77% 3.575 4.222  5.022  5.340        -0.1549        死叉延续 28.94         10,991,880         480,000  23,604,676    -353,516
2026-05-01 3.51 3.54 3.35  3.39          -3.42%        0.610         1.82% 3.514 4.142  4.989  5.321        -0.1272        死叉延续 27.43         -5,302,500      12,276,600   6,877,304  12,694,348
2026-05-08 3.45 3.59 3.25  3.51           3.54%        1.275         4.40% 3.512 4.082  4.960  5.303        -0.0796        死叉延续 31.29         13,739,980      46,540,140  12,252,616  13,304,400
2026-05-15 3.51 3.51 3.09  3.13         -10.83%        1.113         4.08% 3.385 3.991  4.924  5.281        -0.0857        死叉延续 26.49        -44,193,520      -9,670,000   1,379,912  11,884,040
2026-05-22 3.10 3.31 3.05  3.28           4.79%        1.075         4.10% 3.350 3.924  4.891  5.261        -0.0573        死叉延续 30.99         -9,799,600       8,490,000  -6,912,752  11,623,348
2026-05-29 3.29 3.83 3.19  3.65          11.28%        1.568         8.33% 3.450 3.898  4.867  5.245         0.0194          金叉 40.66        139,870,000         550,000  18,862,872  11,637,348
2026-06-05 3.72 4.90 3.71  4.24          16.16%        1.970        20.36% 3.713 3.930  4.854  5.235         0.1505        金叉延续 52.16        283,970,000     -33,740,000  76,717,372   2,434,028
2026-06-12 4.05 4.22 3.60  3.63         -14.39%        0.885         8.65% 3.686 3.902  4.830  5.219         0.1552        金叉延续 42.90       -122,270,000     -24,321,100  49,515,376 -11,738,220
2026-06-19 3.65 3.72 3.22  3.24         -10.74%        0.612         5.00% 3.537 3.839  4.799  5.199         0.1082        金叉延续 38.23        -87,050,000      -2,256,100 -19,874,696    -250,872
2026-06-26 3.27 3.27 2.90  2.92          -9.88%        0.642         4.46% 3.331 3.751  4.761  5.177         0.0400        金叉延续 34.87        -39,502,240      34,070,000  35,003,552  -5,139,440
2026-07-03 2.99 3.12 2.89  3.08           5.48%        0.526         2.95% 3.248 3.687  4.728  5.156         0.0232        金叉延续 37.81        -16,545,560      12,713,760   3,720,440  -2,706,688
2026-07-10 3.09 3.30 2.94  3.16           2.60%        0.782         3.96% 3.218 3.637  4.697  5.136         0.0292        金叉延续 39.29        -18,355,480      10,880,000 -56,744,656   6,217,312
2026-07-17 3.19 3.19 2.91  2.96          -6.33%        0.838         3.92% 3.132 3.573  4.663  5.114         0.0135        金叉延续 36.93        -21,887,620      -8,320,600 -36,668,180   9,417,412
2026-07-24 2.99 4.07 2.99  3.26          10.14%        2.288        30.07% 3.175 3.543  4.635  5.096         0.0487        金叉延续 42.51        -17,563,320      20,868,040 -22,770,844  14,042,240
2026-07-31 3.28 4.04 3.25  3.93          20.55%        1.068        14.54% 3.427 3.580  4.621  5.084         0.1611        金叉延续 52.59        105,674,700      52,364,440   6,264,544  17,701,128
2026-08-07 3.99 4.09 3.61  3.62          -7.89%        0.744         8.98% 3.491 3.583  4.601  5.070         0.1905        金叉延续 48.36        -38,538,100    -110,009,330   1,866,036  -6,843,490
2026-08-14 3.61 3.66 3.42  3.48          -3.87%        0.495         4.76% 3.487 3.574  4.579  5.054         0.1877        金叉延续 46.54        -46,879,330     -54,183,440  -3,838,734 -19,856,178
2026-08-21 3.50 3.78 3.33  3.73           7.18%        0.933         8.69% 3.568 3.589  4.562  5.041         0.2141        金叉延续 50.15         39,691,800      28,466,980   8,477,150 -12,498,662
2026-08-28 3.76 3.98 3.68  3.90           4.56%        0.760         6.33% 3.679 3.618  4.549  5.029         0.2469        金叉延续 52.50          6,164,850     -15,034,770 -12,430,742  -2,403,826

--------------------------------------------------------------------------------

处理 南方恒生科技 (03033) ...

问题: 对南方恒生科技 (03033)进行周度走势复盘分析，复盘区间：2026年02月06日 – 2026年08月28日（共30周）
      date open high  low close week_change_pct volume_ratio turnover_rate  ema5 ema20 ema100 ema200 macd_histogram macd_status rsi14 institutional_flow individual_flow      inst_5ma      ind_5ma
2026-02-06 5.53 5.53 5.15  5.23          -6.61%        1.246        68.27% 5.482 5.559  5.011  4.998        -0.0876        死叉延续 42.71      1,260,130,000    -947,590,000   580,972,000 -262,143,986
2026-02-13 5.34 5.40 5.20  5.24           0.19%        0.782        37.50% 5.401 5.529  5.016  5.000        -0.1089        死叉延续 42.98      1,046,740,000     418,760,000   551,420,000 -112,354,000
2026-02-20 5.23 5.26 5.10  5.11          -2.48%        0.377        13.76% 5.304 5.489  5.017  5.001        -0.1338        死叉延续 40.31        270,180,000     -10,730,000   462,616,000  -95,618,000
2026-02-27 5.16 5.30 4.99  5.03          -1.57%        1.229        49.50% 5.213 5.445  5.018  5.001        -0.1528        死叉延续 38.72      2,193,760,000      24,620,000   926,418,000 -104,408,000
2026-03-06 4.95 4.97 4.64  4.84          -3.78%        1.811       113.98% 5.088 5.387  5.014  5.000        -0.1809        死叉延续 35.16      3,807,580,000   1,231,490,000 1,715,678,000  143,310,000
2026-03-13 4.65 5.01 4.63  4.87           0.62%        0.921        54.35% 5.016 5.338  5.011  4.998        -0.1847        死叉延续 36.16        676,130,000  -1,124,670,000 1,598,878,000  107,894,000
2026-03-20 4.89 5.12 4.73  4.77          -2.05%        0.902        48.90% 4.934 5.284  5.007  4.996        -0.1893        死叉延续 34.27        844,530,000  -1,308,480,000 1,558,436,000 -237,554,000
2026-03-27 4.68 4.84 4.56  4.68          -1.89%        1.100        59.89% 4.849 5.226  5.000  4.993        -0.1924        死叉延续 32.61       -735,270,000  -2,361,400,000 1,357,346,000 -707,688,000
2026-04-03 4.55 4.68 4.51  4.57          -2.35%        0.647        30.63% 4.756 5.164  4.992  4.989        -0.1965        死叉延续 30.66      1,176,710,000     694,160,000   510,008,752  159,664,000
2026-04-10 4.74 4.83 4.71  4.76           4.16%        0.746        31.87% 4.757 5.125  4.987  4.987        -0.1623        死叉延续 37.60        296,200,000     325,200,000   451,660,000 -755,038,000
2026-04-17 4.72 4.99 4.69  4.94           3.78%        1.054        46.85% 4.818 5.108  4.986  4.986        -0.1068        死叉延续 43.37         85,300,000     409,700,000   333,494,000 -448,164,000
2026-04-24 4.95 5.00 4.67  4.80          -2.83%        0.866        36.00% 4.812 5.079  4.982  4.984        -0.0814        死叉延续 40.25       -123,300,000     202,090,000   139,928,000 -146,050,000
2026-05-01 4.81 4.87 4.71  4.78          -0.42%        0.762        27.78% 4.801 5.050  4.978  4.982        -0.0608        死叉延续 39.81      1,303,334,400     375,060,000   748,365,632  241,042,000
2026-05-08 4.84 5.03 4.75  5.00           4.60%        0.915        32.20% 4.868 5.045  4.979  4.982        -0.0134        死叉延续 46.72         10,110,000     415,040,000   314,328,880  345,418,000
2026-05-15 4.96 5.14 4.81  4.83          -3.40%        1.226        49.20% 4.855 5.025  4.976  4.981        -0.0015        死叉延续 42.65       -230,630,000  -1,426,080,000   208,962,880   -4,838,000
2026-05-22 4.79 4.83 4.66  4.76          -1.45%        1.129        47.45% 4.823 5.000  4.972  4.979         0.0003          金叉 41.06        337,010,000     801,050,000   259,304,880   73,432,000
2026-05-29 4.82 4.90 4.71  4.78           0.42%        1.189        56.83% 4.809 4.979  4.968  4.977         0.0071        金叉延续 41.73        955,740,000   2,027,860,000   475,112,880  438,586,000
2026-06-05 4.79 5.10 4.77  4.79           0.21%        1.352        82.26% 4.803 4.961  4.964  4.975         0.0155        金叉延续 42.08        558,850,000     531,850,000   326,216,000  469,944,000
2026-06-12 4.70 4.73 4.50  4.61          -3.76%        1.424       110.55% 4.738 4.927  4.957  4.971         0.0001        金叉延续 37.66        977,470,000    -524,870,000   519,688,000  281,962,000
2026-06-19 4.68 4.70 4.48  4.51          -2.17%        0.651        44.87% 4.662 4.888  4.948  4.967        -0.0192          死叉 35.43        -14,771,330    -405,580,000   582,945,366   14,242,000
2026-06-26 4.51 4.51 4.15  4.18          -7.32%        1.207        92.95% 4.502 4.820  4.933  4.959        -0.0692        死叉延续 29.27        629,350,000     754,280,000   621,327,734  476,708,000
2026-07-03 4.23 4.50 4.23  4.42           5.74%        0.979        77.25% 4.474 4.782  4.923  4.953        -0.0629        死叉延续 37.74          5,750,000     336,120,000   431,329,734  138,360,000
2026-07-10 4.43 4.77 4.37  4.63           4.75%        1.141        99.53% 4.526 4.768  4.917  4.950        -0.0254        死叉延续 44.06        168,660,000     641,570,000   353,291,734  160,304,000
2026-07-17 4.63 4.81 4.48  4.53          -2.16%        1.142       108.93% 4.527 4.745  4.910  4.946        -0.0098        死叉延续 41.88      2,353,509,664   1,023,457,249   628,499,667  469,969,450
2026-07-24 4.61 4.75 4.50  4.54           0.22%        1.219       130.39% 4.532 4.725  4.902  4.942         0.0054          金叉 42.19      3,514,442,095   1,140,288,409 1,334,342,352  779,143,132
2026-07-31 4.55 4.82 4.53  4.73           4.19%        1.047       113.87% 4.598 4.726  4.899  4.940         0.0424        金叉延续 47.84      2,726,814,116     533,584,043 1,753,835,175  735,003,940
2026-08-07 4.76 4.85 4.69  4.77           0.85%        0.901        95.97% 4.655 4.730  4.896  4.938         0.0720        金叉延续 48.97      2,707,041,576     468,178,761 2,294,093,490  761,415,692
2026-08-14 4.80 4.84 4.61  4.62          -3.14%        0.882        90.21% 4.643 4.720  4.891  4.935         0.0709        金叉延续 45.03      1,719,603,416   1,468,638,458 2,604,282,173  926,829,384
2026-08-21 4.67 4.73 4.57  4.67           1.08%        0.863        83.90% 4.652 4.715  4.886  4.932         0.0760        金叉延续 46.57      1,125,943,730     656,213,246 2,358,768,987  853,380,583
2026-08-28 4.61 4.61 4.46  4.52          -3.21%        0.808        71.46% 4.608 4.696  4.879  4.928         0.0590        金叉延续 42.70      2,015,508,484     655,342,021   909,914,311  280,564,404

--------------------------------------------------------------------------------

处理 腾讯控股 (00700) ...

问题: 对腾讯控股 (00700)进行周度走势复盘分析，复盘区间：2026年02月06日 – 2026年08月28日（共30周）
      date   open   high    low  close week_change_pct volume_ratio turnover_rate    ema5   ema20  ema100  ema200 macd_histogram macd_status rsi14 institutional_flow individual_flow       inst_5ma       ind_5ma
2026-02-06 592.70 599.20 535.70 542.20          -9.74%        1.716         2.94% 582.291 596.100 493.747 436.115       -21.6887        死叉延续 39.44       -186,780,000   7,563,770,000    700,894,000 1,982,664,000
2026-02-13 544.70 560.70 519.70 526.70          -2.86%        0.955         1.61% 563.761 589.490 494.400 437.016       -26.9627        死叉延续 36.87        222,880,000   1,784,880,000    781,718,000 2,430,674,000
2026-02-20 524.70 529.70 512.70 516.70          -1.90%        0.256         0.31% 548.074 582.558 494.842 437.809       -30.3773        死叉延续 35.27        379,980,000     207,950,000    872,188,000 2,682,450,000
2026-02-27 523.70 537.70 505.20 512.70          -0.77%        1.152         1.52% 536.283 575.905 495.195 438.554       -31.6124        死叉延续 34.63       -481,420,000   1,439,640,000    477,972,000 3,286,024,000
2026-03-06 506.20 520.20 493.50 513.70           0.20%        1.129         1.59% 528.755 569.981 495.562 439.302       -30.7066        死叉延续 34.95       -841,110,000   4,172,760,000   -181,290,000 3,033,800,000
2026-03-13 497.20 572.70 497.20 542.20           5.55%        1.208         1.91% 533.237 567.335 496.485 440.326       -24.9263        死叉延续 43.46     -3,187,200,000   6,206,150,000   -781,374,000 2,762,276,000
2026-03-20 545.70 560.70 499.70 502.70          -7.29%        1.041         1.67% 523.058 561.179 496.608 440.947       -25.0162        死叉延续 36.36     -3,259,230,000   2,883,180,000 -1,477,796,000 2,981,936,000
2026-03-27 492.50 516.20 482.30 488.10          -2.90%        0.991         1.58% 511.405 554.219 496.440 441.416       -25.5455        死叉延续 34.14       -985,750,000     627,560,000 -1,750,942,000 3,065,858,000
2026-04-03 479.70 498.70 470.70 483.90          -0.86%        0.721         1.01% 502.237 547.522 496.191 441.839       -24.9370        死叉延续 33.50        885,730,000   1,539,390,000    295,806,000   234,760,000
2026-04-10 499.20 509.20 495.70 499.20           3.16%        0.673         0.82% 501.225 542.920 496.251 442.409       -21.1014        死叉延续 38.02       -259,790,000   3,018,710,000 -1,361,248,000 2,854,998,000
2026-04-17 493.10 511.70 480.90 505.20           1.20%        0.907         1.04% 502.550 539.328 496.428 443.034       -16.5831        死叉延续 39.75      1,346,100,000     416,890,000   -454,588,000 1,697,146,000
2026-04-24 504.20 521.20 481.70 488.10          -3.38%        0.977         1.11% 497.733 534.449 496.263 443.482       -14.7844        死叉延续 36.61      1,049,180,000    -998,980,000    407,094,000   920,714,000
2026-05-01 484.70 485.70 457.90 462.50          -5.24%        1.145         1.40% 485.989 527.597 495.595 443.672       -15.8358        死叉延续 32.49     -1,782,000,000  -1,399,550,000    -96,330,000  -193,304,000
2026-05-08 464.50 475.70 454.90 466.10           0.78%        1.188         1.62% 479.359 521.740 495.011 443.895       -14.8553        死叉延续 33.62      3,463,790,000      43,780,000    763,456,000   216,170,000
2026-05-15 459.70 474.30 448.70 456.40          -2.08%        1.143         1.67% 471.706 515.517 494.246 444.019       -14.3165        死叉延续 32.06       -280,420,000     909,610,000    759,330,000  -205,650,000
2026-05-22 455.00 468.80 438.40 441.40          -3.29%        1.059         1.59% 461.604 508.458 493.200 443.993       -14.7265        死叉延续 29.76     -1,139,400,000  -1,541,170,000    262,230,000  -597,262,000
2026-05-29 438.00 442.60 420.40 427.20          -3.22%        1.048         1.62% 450.136 500.719 491.893 443.826       -15.5740        死叉延续 27.73      4,346,660,000  -2,594,670,000    921,726,000  -916,400,000
2026-06-05 432.40 484.80 430.00 453.20           6.09%        1.400         2.72% 451.157 496.194 491.126 443.919       -11.4850        死叉延续 36.29      1,950,980,000   4,587,930,000  1,668,322,000   281,096,000
2026-06-12 447.80 475.60 443.20 463.60           2.29%        0.908         1.67% 455.305 493.089 490.581 444.115        -6.4811        死叉延续 39.39     -1,769,970,000   1,385,580,000    621,570,000   549,456,000
2026-06-19 475.00 476.80 435.60 440.20          -5.05%        0.638         1.01% 450.270 488.052 489.584 444.076        -5.4654        死叉延续 35.24       -593,150,000  -3,505,250,000    -30,812,000  -844,710,000
2026-06-26 439.00 439.80 411.00 411.80          -6.45%        1.145         1.94% 437.447 480.790 488.043 443.755        -7.6283        死叉延续 30.98       -653,660,000  -2,784,960,000    656,172,000  -582,274,000
2026-07-03 417.00 447.00 415.00 431.20           4.71%        0.928         1.51% 435.364 476.067 486.918 443.630        -5.5519        死叉延续 36.62        587,270,000   1,802,100,000    -95,706,000   297,080,000
2026-07-10 432.80 485.00 425.40 460.20           6.73%        1.328         2.60% 443.643 474.556 486.389 443.795         0.3109          金叉 43.99      3,470,230,000   1,760,100,000    208,144,000  -268,486,000
2026-07-17 463.20 494.80 447.40 461.60           0.30%        0.942         1.79% 449.629 473.322 485.898 443.972         4.7160        金叉延续 44.33      2,353,401,380   3,614,759,660  1,032,818,276   177,349,932
2026-07-24 465.60 482.60 432.00 434.60          -5.85%        0.967         1.81% 444.619 469.634 484.882 443.879         4.3410        金叉延续 39.41     -1,896,129,040  -1,853,806,240    772,222,468   507,638,684
2026-07-31 438.80 479.80 435.40 475.20           9.34%        0.838         1.45% 454.813 470.164 484.690 444.191         9.6078        金叉延续 48.64      3,498,909,580   3,279,872,980  1,602,736,384 1,720,605,280
2026-08-07 482.00 497.80 475.40 478.80           0.76%        0.865         1.40% 462.808 470.987 484.574 444.535        13.3903        金叉延续 49.37      1,825,090,760  -1,308,961,120  1,850,300,536 1,098,393,056
2026-08-14 479.00 483.80 436.00 440.00          -8.10%        1.055         1.76% 455.206 468.036 483.691 444.490        10.6019        金叉延续 42.33     -1,916,013,540   1,058,113,300    773,051,828   957,995,716
2026-08-21 444.80 457.40 437.60 457.00           3.86%        0.771         1.16% 455.804 466.985 483.163 444.614        10.9391        金叉延续 45.97        -16,533,540   1,017,805,460    299,064,844   438,604,876
2026-08-28 450.00 462.20 438.00 455.20          -0.39%        0.784         1.05% 455.603 465.862 482.609 444.720        10.7932        金叉延续 45.64      1,631,503,720     776,787,820    116,532,744  -821,804,436

--------------------------------------------------------------------------------

处理 众安在线 (06060) ...

问题: 对众安在线 (06060)进行周度走势复盘分析，复盘区间：2026年02月06日 – 2026年08月28日（共30周）
      date  open  high   low close week_change_pct volume_ratio turnover_rate   ema5  ema20 ema100 ema200 macd_histogram macd_status rsi14 institutional_flow individual_flow   inst_5ma     ind_5ma
2026-02-06 16.60 16.60 15.41 15.46          -7.09%        0.947         3.04% 16.276 16.440 16.329 19.512        -0.0688          死叉 44.46          2,520,000       3,129,110 13,357,764    -821,854
2026-02-13 15.70 16.80 15.63 16.12           4.27%        0.933         2.90% 16.224 16.409 16.325 19.479        -0.0752        死叉延续 48.39          7,428,580        -711,760 -4,134,520 -15,687,204
2026-02-20 16.18 16.41 15.78 15.91          -1.30%        0.161         0.36% 16.119 16.362 16.317 19.443        -0.1010        死叉延续 47.25          3,720,000       1,698,190 -1,365,078     184,434
2026-02-27 15.98 16.94 15.15 15.33          -3.65%        1.359         3.63% 15.856 16.263 16.297 19.402        -0.1848        死叉延续 44.13        -33,830,000      -2,251,530 -7,656,854   5,014,128
2026-03-06 15.00 15.00 13.53 14.23          -7.18%        1.265         3.88% 15.314 16.070 16.256 19.351        -0.3664        死叉延续 38.90          4,459,970     -10,282,100 -3,140,290  -1,683,618
2026-03-13 13.66 14.60 13.63 14.03          -1.41%        0.844         2.41% 14.886 15.876 16.212 19.298        -0.4841        死叉延续 38.01         -6,847,330     -25,859,650 -5,013,756  -7,481,370
2026-03-20 14.13 15.47 13.54 13.70          -2.35%        1.371         4.81% 14.491 15.668 16.162 19.242        -0.5710        死叉延续 36.54         55,983,760      75,211,340  4,697,280   7,703,250
2026-03-27 13.30 13.68 12.89 13.28          -3.07%        0.899         3.00% 14.087 15.441 16.105 19.183        -0.6443        死叉延续 34.70         -4,556,950     -49,230,000  3,041,890  -2,482,388
2026-04-03 13.19 13.19 12.60 12.77          -3.84%        0.847         2.63% 13.648 15.187 16.039 19.119        -0.7153        死叉延续 32.55          9,358,890     -18,002,380  5,563,692   1,984,448
2026-04-10 13.14 13.96 12.84 13.60           6.50%        1.106         3.63% 13.632 15.035 15.991 19.064        -0.6084        死叉延续 39.15          3,829,050      44,980,000 11,553,484   5,419,862
2026-04-17 13.00 13.23 12.52 12.61          -7.28%        1.087         3.73% 13.291 14.804 15.924 19.000        -0.6265        死叉延续 34.78         -8,068,140     -35,282,770 11,309,322   3,535,238
2026-04-24 12.67 13.05 12.06 12.19          -3.33%        0.784         2.42% 12.924 14.555 15.850 18.932        -0.6478        死叉延续 33.09         17,337,080      -7,098,050  3,579,986 -12,926,640
2026-05-01 12.19 12.27 11.72 11.73          -3.77%        0.577         1.47% 12.526 14.286 15.768 18.860        -0.6737        死叉延续 31.30         -1,934,070     -26,803,210  5,759,414  -2,804,502
2026-05-08 11.74 12.27 11.57 12.22           4.18%        0.969         2.42% 12.424 14.090 15.698 18.794        -0.5783        死叉延续 35.32         46,175,260      -1,986,850 11,467,836  -5,238,176
2026-05-15 12.22 12.22 11.02 11.22          -8.18%        1.143         3.09% 12.023 13.816 15.609 18.719        -0.6007        死叉延续 31.29        -18,450,000     -95,450,000  7,012,026 -33,324,176
2026-05-22 11.30 11.30 10.52 10.63          -5.26%        0.877         2.24% 11.558 13.513 15.511 18.639        -0.6421        死叉延续 29.18          3,864,720     -37,037,590  9,398,598 -33,675,140
2026-05-29 10.63 10.86 10.28 10.80           1.60%        1.045         2.73% 11.306 13.254 15.418 18.561        -0.5948        死叉延续 30.63         12,691,750     -23,780,000  8,469,532 -37,011,530
2026-06-05 10.80 11.02 10.29 10.32          -4.44%        0.911         2.27% 10.977 12.975 15.317 18.479        -0.5759        死叉延续 28.84         10,291,350     -40,911,280 10,914,616 -39,833,144
2026-06-12 10.15 10.89 10.06 10.67           3.39%        1.393         4.32% 10.875 12.755 15.225 18.401        -0.4686        死叉延续 31.97         25,856,790      -4,180,000  6,850,922 -40,271,774
2026-06-19 10.88 11.68 10.09 10.15          -4.87%        1.235         4.34% 10.633 12.507 15.124 18.319        -0.4215        死叉延续 29.87          4,160,000      31,940,000 10,249,626   1,839,440
2026-06-26 10.15 10.36  9.01  9.08         -10.54%        0.967         3.34% 10.115 12.181 15.004 18.227        -0.4838        死叉延续 26.06         46,799,640     -48,900,000 19,959,906 -17,166,256
2026-07-03  9.14  9.62  8.83  9.58           5.51%        0.705         2.13%  9.937 11.933 14.897 18.141        -0.4100        死叉延续 30.52         11,839,680     -29,202,020 19,789,492 -18,250,660
2026-07-10  9.69 10.10  9.46  9.97           4.07%        0.955         2.80%  9.948 11.746 14.799 18.059        -0.2677        死叉延续 33.86          5,878,670      56,700,000 18,906,956   1,271,596
2026-07-17  9.97 10.63  9.25 10.14           1.71%        1.402         5.17% 10.012 11.593 14.707 17.981        -0.1176        死叉延续 35.32         65,742,963      32,234,622 26,884,191   8,554,520
2026-07-24 10.11 11.05 10.11 10.64           4.93%        0.581         1.77% 10.221 11.502 14.627 17.908         0.0720          金叉 39.56         -4,689,077      15,373,827 25,114,375   5,241,286
2026-07-31 10.75 11.30 10.49 11.09           4.23%        0.790         2.18% 10.511 11.463 14.557 17.840         0.2699        金叉延续 43.16         -2,069,814     -32,607,705 15,340,484   8,499,745
2026-08-07 11.00 11.66 10.92 11.11           0.18%        0.738         1.79% 10.711 11.430 14.488 17.773         0.4072        金叉延续 43.32         15,376,812      -3,557,023 16,047,911  13,628,744
2026-08-14 11.11 11.24 10.41 10.54          -5.13%        0.626         1.28% 10.654 11.345 14.410 17.701         0.4229        金叉延续 39.84         -6,206,547     -23,670,912 13,630,867  -2,445,438
2026-08-21 10.50 10.75  9.97 10.52          -0.19%        1.118         2.44% 10.609 11.266 14.333 17.629         0.4309        金叉延续 39.72         60,922,726       2,040,724 12,666,820  -8,484,218
2026-08-28 10.50 12.38 10.38 11.74          11.60%        1.870         7.24% 10.986 11.311 14.282 17.571         0.5909        金叉延续 49.72         96,409,748     -28,002,368 32,032,914  -2,827,876

--------------------------------------------------------------------------------

处理 美兰空港 (00357) ...

问题: 对美兰空港 (00357)进行周度走势复盘分析，复盘区间：2026年02月06日 – 2026年08月28日（共30周）
